Text Chunk,Start-End (s),Audio File,Matched PDF Sentence,Similarity Score,small_transcription,large_transcription,wer_small,wer_large
Tinta  owandaan  pemeriksaan  yang  rapi  haruslah  kerab  dibuat  supaya  semua  percubahan  untuk  mengatasi  persaingan  dengan  cara  yang  tidak  adil  dapat  dikurangkan  sekecil -kecilnya.,2268.02-2277.44,final_segments/seg_4_226802.mp3,Tinjauan dan pemeriksaan yang rapi haruslah kerap dibuat supaya semua per - cubaan untuk mengatasi persaingan dengan cara yang tidak adil dapat dikurangkan sekecil-kecilnya.,0.902, Tingjawan dan pemeriksaan yang rapi haruslah kerap dibuat supaya semua percubaan untuk mengatasi persaingan dengan cara yang tidak adil dapat dikurangkan sekecil kecilnya., Tinjauan dan pemeriksaan yang rapi haruslah kerap dibuat supaya semua percubaan untuk mengatasi persaingan dengan cara yang tidak adil dapat dikurangkan sekecil-kecilnya.,0.21739130434782608,0.2608695652173913
Sudah  tentunya  cadangan  cadangan  ini  tidak  sepatutnya  terhad  kepada  skim  penempatan  semula  orang -orang  luar  banda  ke  kawasan  bandar.,2277.98-2285.24,final_segments/seg_4_227798.mp3,Sudah tentunya cadangan-cadangan ini tidak sepatutnya terhad kepada skim penempatan semula orang-orang luar bandar ke kawasan bandar.,0.987, Sudah tentunya cadangan-cadangan ini tidak sepatutnya terhad kepada skim penempatan semula orang-orang luar bandar ke kawasan bandar., Sudah tentunya cadangan-cadangan ini tidak sepatutnya terhad kepada skim penempatan semula orang-orang luar bandar ke kawasan bandar.,0.2631578947368421,0.2631578947368421
Ia  sepatutnya  dilaksanakan  di  seluruh  negara  supaya  persaingan  yang  adil  menjadi  satu  keadaan  yang  biasa  dan  bukannya  merupakan  satu  pengajualian.,2285.24-2294.06,final_segments/seg_4_228523.mp3,Ia sepatutnya dilaksanakan di seluruh negara supaya persaingan yang adil menjadi satu keadaan yang biasa dan bukannya merupakan satu pengecualian.,0.998, ia sepatutnya dilaksanakan di seluruh negara supaya persaingan yang hadil menjadi satu keadaan yang biasa dan bukannya merupakan satu pengecualian., Ia sepatutnya dilaksanakan di seluruh negara supaya persaingan yang adil menjadi satu keadaan yang biasa dan bukannya merupakan satu pengecualian.,0.1,0.05
Tidak  mungkin  dinyatakan  di  sini  semua  langkah  yang  boleh  diambil  untuk  membandakan  orang -orang  melayu.,2294.50-2299.82,final_segments/seg_4_229450.mp3,Tidak mungkin dinyatakan di sini semua langkah yang boleh diambil untuk membandarkan orang-orang Melayu.,0.983, Tidak mungkin dinyatakan di sini semua langkah yang boleh diambil untuk membandalkan orang-orang Melayu., Tidak mungkin dinyatakan di sini semua langkah yang boleh diambil untuk membandalkan orang-orang Melayu.,0.2,0.2
Tujuannya  adalah  semata -matel  untuk  menunjukkan  yang  ianya  adalah  berfahida  dan  dapat  dilaksanakan.,2300.52-2305.88,final_segments/seg_4_230052.mp3,Tujuannya adalah semata-mata untuk menunjukkan yang ianya adalah berfaedah dan dapat dilaksanakan.,0.976, Tujuhannya adalah semata-mata untuk menunjukkannya ianya adalah berfaedah dan dapat dilaksanakan., Tujuannya adalah semata-mata untuk menunjukkan yang ianya adalah berfaedah dan dapat dilaksanakan.,0.46153846153846156,0.23076923076923078
"Jika  dikawal  dan  dirancangan  dengan  betul,  hanya  pembandaran  sahaja  nampaknya  cara  yang  dapat  meletakkan  orang  melayu  setara  dengan  kemajuan  yang  berlaku  di  sekitar  mereka  dan  di  seluruh  dunia.",2305.88-2316.68,final_segments/seg_4_230588.mp3,"Jika dikawal dan dirancang dengan betul, hanya pembandaran sahaja nampaknya cara yang dapat meletakkan orang Melayu setara dengan kemajuan yang berlaku di sekitar mereka dan di seluruh dunia.",0.998," Jika dikawal dan dirancang dengan betul, hanya pembandaran sahaja, nampaknya cara yang dapat meletakkan orang Melayu setara dengan kemajuan yang berlaku di sekitar mereka dan di seluruh dunia."," Jika dikawal dan dirancang dengan betul, hanya pembandaran sahaja nampaknya cara yang dapat meletakkan orang Melayu setara dengan kemajuan yang berlaku di sekitar mereka dan di seluruh dunia.",0.07142857142857142,0.03571428571428571
"Merikah  juga  dapat  menikmati  kemudahan  kemudahan  modern  yang  terdapat  dibandar.  Kemudahan  kemudahan  ini  tidak  mungkin  dapat  dibawah  ke  kawasan  luar  bandar,  walaupun  bagaimana  sealipun  dicoba.",2317.36-2327.54,final_segments/seg_4_231736.mp3,Kemudahan-kemudahan ini tidak mungkin dapat dibawa ke kawasan luar bandar walau bagaimana sek - alipun dicuba.,0.843, Mereka juga dapat menikmati kemudahan-kemudahan modern yang terdapat di Bandar. Kemudahan-kemudahan ini tidak mungkin dapat dibawa ke kawasan luar Bandar walaupun bagaimana segalipun dicuba., Mereka juga dapat menikmati kemudahan-kemudahan modern yang terdapat di bandar. Kemudahan-kemudahan ini tidak mungkin dapat dibawa ke kawasan luar bandar walau bagaimana si Ali pun dicuba.,0.4,0.52
"Kesihatan,  pendidikan  dan  pandangan  mereka  akan  berubah  tanpa  usaha  yang  di  sedari.  Sebaliknya,  pendapat  pada  ketika  ini  yang  membiaakan  orang  melayu  ternstinggal  di  kawasan  luar  bandar  supaya  mereka  tidak  akan  menambahkan  dilangan  penganggur  dibandar",2328.20-2342.60,final_segments/seg_4_232819.mp3,"Jika semua dasar mengenai imigrasi, pelajaran dan ke warganegaraan yang sekarang ini berkuatkuasa di Malay - sia di laksanakan pada ketika itu, seterusnya jumlah pendatang yang lebih kecil ditambah pula dengan perhubungan yang kurang baik dengan negara-negara asal mereka, masalah kerakyatan tidak akan menjadi masalah yang mencabar bagi orang-orang Melayu pada hari ini.",0.866," Kesihatan, pendidikan dan pandangan mereka akan berubah tanpa usaha yang disedari. Sebaliknya, pendapat pada ketika ini yang membiarkan orang Melayuten tinggal di kawasan luar Bandar supaya mereka tidak akan menambahkan bilangan penganggur di Bandar"," Kesihatan, pendidikan dan pandangan mereka akan berubah tanpa usaha yang disedari. Sebaliknya, pendapat pada ketika ini yang membiarkan orang Melayu Terns tinggal di kawasan luar bandar supaya mereka tidak akan menambahkan bilangan penganggur di bandar",0.23529411764705882,0.23529411764705882
bermakna  bahawa  kita  engan  menerima  kena  tentang  masalah  ke  miskinan  dan  kemuduran  yang  rungcing  di  kawasan  luar  bandar.,2342.60-2349.28,final_segments/seg_4_234260.mp3,"Sebaliknya, pendapat pada ketika ini yang membiarkan orang Melayu terns tinggal di kawasan luar ban - dar supaya mereka tidak akan menambahkan bilangan penganggur di bandar ber makna bahawa kita enggan menerima kenyataan tentang masalah kemiskinan dan kemunduran yang runcing di kawasan luar bandar.",0.754, bermakna bahawa kita ingin menerima kenyataan tentang masalah kemiskinan dan kemunduran yang rungcing di kawasan luar bandar., bermakna bahawa kita enggan menerima kenyataan tentang masalah kemiskinan dan kemunduran yang luncing di kawasan luar bandar.,0.2777777777777778,0.3333333333333333
"Ketia  ada  antana  adalah  sebenarnya  satu  kena  tahan  lama  seperti  kekurangan  tana.  Dalam  masa  satu  generasi  saja,  undang -undang  Islam  mengenai  warisan  harter  pusaka  mungkin  akan  membahagikan  tanah -tanah  yang  ada  sekarang  menjadi  bahagian -bahagian  yang  sangat  kecil",2349.94-2364.08,final_segments/seg_4_234994.mp3,Dalam masa satu generasi sahaja undang-undang Islam mengenai warisan harta pusaka mungkin akan mem - bahagikan tanah-tanah yang ada sekarang menjadi bahagian-bahagian yang sangat kecil hingga ianya tidak ekonomi lagi untuk diusahakan.,0.872, Ketiadaan tanah adalah sebenarnya satu kenyataan lama seperti kekurangan tanah. Dalam masa satu generasi saja undang-undang Islam mengenai warisan harta pusaka mungkin akan membahagikan tanah-tanah yang ada sekarang menjadi bahagian-bahagian yang sangat kecil., Ketiadaan tanah adalah sebenarnya satu kenyataan lama seperti kekurangan tanah. Dalam masa satu generasi saja undang-undang Islam mengenai warisan harta pusaka mungkin akan membahagikan tanah-tanah yang ada sekarang menjadi bahagian-bahagian yang sangat kecil.,0.39473684210526316,0.39473684210526316
hingga  ianya  tidak  ekonomi  lagi  untuk  diusahakan.  Sekarang  ini  hutan  dan  tanah -tanah  simpanan  yang  lain  telah  di -diami  dan  diusahakan  oleh  penerok  ke -penerok  ke  yang  sedia  melangga  undang -undang.,2364.08-2375.36,final_segments/seg_4_236408.mp3,Sekarang ini hutan dan tanah tanah simpanan yang lain telah didi - ami dan diusahakan oleh peneroka-peneroka yang sedia melanggar undang-undang.,0.866, sehingga ianya tidak ekonomi lagi untuk diusahakan. Sekarang ini hutan dan tanah-tanah simpanan yang lain telah didiami dan diusahakan oleh peneroka-peneroka yang sedia melanggar undang-undang., hingga ianya tidak ekonomi lagi untuk diusahakan. Sekarang ini hutan dan tanah-tanah simpanan yang lain telah didiami dan diusahakan oleh peneroka-peneroka yang sedia melanggar undang-undang,0.3870967741935484,0.3548387096774194
"Oleh  itu,  hanya  bandar  dengan  industri -industrinya  dan  peluang -peluang  penyagaan  rungcit  sahaja  yang  dapat  mengurangkan  pengangguran  orang -orang  melayu  di  masa  hadapan.",2375.36-2383.82,final_segments/seg_4_237536.mp3,Oleh itu hanya bandar dengan industri-industrinya dan peluang-peluang perniagaan runcit sahaja yang dapat mengurangkan pengangguran orang-orang Melayu di masa hadapan.,0.983, oleh itu hanya bandar dengan industri-industrinya dan peluang-peluang penyagaan runchid sahaja yang dapat mengurangkan pengangguran orang-orang melayu di masa hadapan.," Oleh itu, hanya bandar dengan industri-industrinya dan peluang-peluang perniagaan runcit sahaja yang dapat mengurangkan pengangguran orang-orang Melayu di masa hadapan.",0.34782608695652173,0.34782608695652173
Bagi  membolehkan  penyirapan  ini  berjalan  dengan  licin  dan  efisen  perancangan  untuk  pembandaran  yang  sewajannya  mes  dilah  dimulakan  sekarang.,2384.58-2392.34,final_segments/seg_4_238458.mp3,"Bagi membolehkan pe - nyerapan ini berjalan dengan licin dan efisien, perancangan untuk pembandaran yang sewajarnya mes - tilah dimulakan sekarang.",0.932," Bagi membolehkan penyerapan ini berjalan dengan licin dan efisen, perancangan untuk pembandaran yang sewajarnya mestilah dimulakan sekarang."," Bagi membolehkan penyerapan ini berjalan dengan licin dan efisien, perancangan untuk pembandaran yang sewajarnya mestilah dimulakan sekarang.",0.2777777777777778,0.2777777777777778
Tidak  ada  jalan  peluayan  lain  bagi  orang -orang  melayu  atau  kerajaan.  Pembandaran  dan  perolahan  ke  mahiran  kerja  secara  dipaksa  bukanlah  merupakan  satu  revolusi  sekelipun  dalam  konteks  mesyarakat  melayu.,2393.08-2405.06,final_segments/seg_4_239308.mp3,Tidak ada jalan keluar yang lain bagi orang-orang Melayu atau Kerajaan.,0.904," tidak ada jalan keluar yang lain bagi orang-orang Melayu atau Kerajaan. Pembandaran dan perolehan kemahiran kerja secara dipaksa bukanlah merupakan satu revolusi, sekelipun dalam konteks masyarakat Melayu."," Tidak ada jalan keluar yang lain bagi orang-orang Melayu atau kerajaan. Pembandaran dan perolehan kemahiran kerja secara dipaksa bukanlah merupakan satu revolusi, sekalipun dalam konteks masyarakat Melayu.",0.32142857142857145,0.35714285714285715
"Namun  is  adalah  merupakan  satu  perubahan  yang  radikal.  Proces  pembandaran  adalah  dengan  sendiri -nya  melibatkan  proces  mencabut  orang -orang  melayu  dari  akal  umbi,  dari  segi  Rohani  dan  Jasmani,  masyarakat  luar  bandai  yang  traditional.",2405.74-2418.66,final_segments/seg_4_240573.mp3,Namun is adalah merupakan satu peruba han yang radikal.,0.83," Namun is adalah merupakan satu perubahan yang radikal. Proses pembandaran adalah dengan sendirinya melibatkan proses mencabot orang-orang Melayu dari akar umbi, dari segi Rohani dan Jasmani, masyarakat luar bandar yang tradisional."," Namun IS adalah merupakan satu perubahan yang radikal. Proses pembandaran adalah dengan sendirinya melibatkan proses mencabut orang-orang Melayu dari akal umbi, dari segi rohani dan jasmani, masyarakat luar bandar yang tradisional.",0.30303030303030304,0.24242424242424243
Tidak  dapat  disangka  lagi  dengan  pembongkaran  ini  nilai -nilai  dan  cara  hidup  yang  lama  mesti  diganti  dengan  yang  baru.,2419.50-2425.60,final_segments/seg_4_241950.mp3,"Tidak dapat disangkal lagi dengan pem bongkaran ini, nilai-nilai dan cara hidup yang lama mesti diganti dengan yang baru.",0.936," Tidak dapat disangkail lagi dengan pembongkaran ini, nilai-nilai dan cara hidup yang lama mesti diganti dengan yang baru."," Tidak dapat disangka lagi dengan pembongkaran ini, nilai-nilai dan cara hidup yang lama mesti diganti dengan yang baru.",0.21052631578947367,0.15789473684210525
Apa  yang  telah  menyekat  orang -orang  melayu  adalah  nilai -nilai  lama  dan  cara  hidup  yang  lama?,2425.60-2430.90,final_segments/seg_4_242560.mp3,Apa yang telah menyekat orang-orang Melayu adalah nilai-nilai lama dan cara hidup yang lama.,0.97, Apa yang telah menyekat orang-orang Melayu adalah nilai-nilai lama dan cara hidup yang lama., Apa yang telah menyekat orang-orang Melayu adalah nilai-nilai lama dan cara hidup yang lama.,0.3125,0.3125
Kesemua  ini  lah  yang  selama  ini  telah  mencilkan  orang -orang  melayu  dari  perubahan  yang  sedang  berlaku  di  seluruh  negara  dan  di  dunia  ini.,2431.72-2438.90,final_segments/seg_4_243171.mp3,Kesemua inilah yang selama ini telah memencilkan orang-orang Melayu dari perubahan yang sedang berlaku di seluruh negara dan di dunia ini.,0.984, Kesemua inilah yang selama ini telah memencilkan orang-orang Melayu dari perubahan yang sedang berlaku di seluruh negara dan di dunia ini., Kesemua inilah yang selama ini telah memencilkan orang-orang Melayu dari perubahan yang sedang berlaku di seluruh negara dan di dunia ini.,0.21739130434782608,0.21739130434782608
Sesuatu  orang  itu  perlu  membandingkan  struktivisikal  sebenar  kampung -  kampung  melayu  untuk  melihat  bagaimana  statiinya  masyarakat  tersebut.,2439.54-2446.72,final_segments/seg_4_243954.mp3,Seseorang itu perlu membandingkan struktur fizikal sebenar kampung- kampung Melayu untuk melihat bagaimana statiknya masyarakat tersebut.,0.924, Seseorang itu perlu membandingkan struktur fizikal sebenar kampung-kampung Melayu untuk melihat bagaimana statiknya masyarakat tersebut., Seseorang itu perlu membandingkan struktur fizikal sebenar kampung-kampung Melayu untuk melihat bagaimana statiknya masyarakat tersebut.,0.47058823529411764,0.47058823529411764
"Untuk  memulihkan  orang -orang  melayu  dengan  sepenuhnya,  maka  terpaksa  lah  mereka  berpisah  dan  gan  adat  lama  dan  menggantikannya  dengan  cara -cara  pemikir.",2447.36-2455.58,final_segments/seg_4_244736.mp3,"Untuk memulihkan orang-orang Melayu dengan sepe nuhnya, maka terpaksalah mereka berpisah den - gan adat lama dan menggantikannya dengan cara-cara pemikiran yang baru dan sistem nilai yang baru.",0.946," Untuk memulihkan orang-orang Melayu dengan sepenuhnya, maka terpaksalah mereka berpisah dan gan adat lama dan menggantikannya dengan cara-cara pemikiran."," Untuk memulihkan orang-orang Melayu dengan sepenuhnya, maka terpaksalah mereka berpisah dengan adat lama dan menggantikannya dengan cara-cara pemikiran.",0.3181818181818182,0.4090909090909091
"Pembandaran  sedikit  sebanyak  akan  menukakan  ini,  namun  apa  yang  penting  adalah  orang -orang  melayu  mesti  berusaha  secara  sedak  untuk  menghapuskan  cara -cara  lama  dan  menggantikannya  dengan  nilai -nilai  dan  idei -idea  yang  baru.",2458.28-2470.58,final_segments/seg_4_245828.mp3,"Pembandaran sedikit sebanyak akan menukarkan ini, namun apa yang penting ialah orang-orang Me - layu mesti berusaha secara sedar untuk menghapuskan cara cara lama dan menggantikannya dengan nilai-nilai dan idea-idea yang baru.",0.969," Pembandaran sedikit sebanyak akan menukarkan ini, namun apa yang penting ialah orang-orang milayu mesti berusaha secara sedap untuk menghapuskan cara-cara lama dan menggantikannya dengan nilai-nilai dan idea-idea yang baru."," Pembandaran sedikit sebanyak akan menukarkan ini, namun apa yang penting ialah orang-orang milayu mesti berusaha secara sedar untuk menghapuskan cara-cara lama dan menggantikannya dengan nilai-nilai dan idea-idea yang baru.",0.36363636363636365,0.36363636363636365
Orang  melayu  mesti  lah  di  semuakan  dengan  kenyataan  hidup  dan  mesti  lah  dipaksa  mengubah  cara  pemikiran  mereka  sesuai  dengan  kenyataan.,2471.18-2478.54,final_segments/seg_4_247117.mp3,Orang Melayu mestilah disemukakan dengan kenyataan hidup dan mestilah dipaksa mengubah cara pemikiran mereka sesuai dengan kenyataan.,0.965, Orang Melayu mestilah disemukakan dengan kenyataan hidup dan mestilah dipaksa mengubah cara pemikiran mereka sesuai dengan kenyataan., Orang Melayu mestilah disemukakan dengan kenyataan hidup dan mestilah dipaksa mengubah cara pemikiran mereka sesuai dengan kenyataan.,0.3,0.3
Kerajaan  telah  menjalankan  berbagai -bagai  rancangan  untuk  membantu  memajukan  orang -orang  melayu.,2479.22-2484.22,final_segments/seg_4_247921.mp3,Kerajaan telah menjalankan berbagai-bagai rancangan untuk membantu memajukan orang-orang Mela - yu.,0.982, Kerajaan telah menjalankan berbagai bagai rancangan untuk membantu memajukan orang-orang miler Y., Kerajaan telah menjalankan berbagai-bagai rancangan untuk membantu memajukan orang-orang Melayu.,0.3333333333333333,0.3333333333333333
